Text,Sentiment
in ordered food last night via your so called best food delivery service platform order no attached Needed to wait about 3 hrs after the midnight just to see the order getting cancelled You only just keep changing the delivery person to fool the people,positive
,
in you re a life saver,neutral
,
in I must compliment the entire team as one of the best customer service teams Great going and hope to see the same in years to come,positive
,
in You ll need improve,neutral
,
agarwal4u in Hi Vivek We understand your disappointed with the services Based on the feedback we ve received on the program over a period of time Zomato Gold benefits are not valid on Diwali dates 6 amp 7 Nov We regret any inconvenience caused For further elucidation please DM us,negative
,
Swiggy is d way,neutral
,
in IND I HAVE RECEIVED MY ORDER NO 1474594726 IN THE WORST CONDITION FROM ZOMATO Worst Service Provider SEE ATTACHED PICS,negative
,
in This is beyond ridiculous I think Bots or AI would have been more logical in their replies This looks like a Low IQ customer service team at work giving scripted answers They are made to give scripted answers to fit an analysis,positive
,
Hey in thanks for the non veg kesri baath Thought just a refund wouldn t be enough This should be known,positive
,
in IND I HAVE RECEIVED MY ORDER NO 1474594726 IN THE WORST CONDITION FROM ZOMATO SEE ATTACHED PICS,negative
,
in IND I HAVE RECEIVED MY ORDER NO 1474594726 IN THE WORST CONDITION FROM ZOMATO Worst Service again and again SEE ATTACHED PICS,negative
,
in IND I HAVE RECEIVED MY ORDER NO 1474594726 IN THE WORST CONDITION FROM ZOMATO SEE ATTACHED PICS,negative
,
in Oops deleted Thanks for pointing this out,positive
,
deepanshu in Bae ka address leak matt karr bhai,neutral
,
in disappointed with your service and with your customer care representative,negative
,
Swiggy and all is ok A like just for Tina Fey,positive
,
What does striking out and putting the same rate mean in,positive
,
in order no 24557587769 gave me diarroahea Called your guys on phone who promised a refund nothing refunded when asked again on chat no records found What s up Bad food then bad attitude,negative
,
in You cheated me and fooled me Ordered 1 kg laddu as per menu but received 4 piece only No resolution yet,neutral
,
RT sandeep Vzm lo swiggy led Hyd lo undi anthe,neutral
,
sandeep Vzm lo swiggy led Hyd lo undi anthe,neutral
,
in First order is last order same as First impression is Last impression that s wht we get to eat many thanks for delivering this uncocked food after 1hr from the order time hope you did not eat this,positive
,
Soni Hemal s Wall of Fame Swiggy approves Nida,neutral
,
in Within 10seconds of me ordering from swiggy I realised that I ordered it to wrong address I asked for change of address they denied and asked me to cancel the order and charged 75rs as cancellation charge All this happened within 1mins of ordering,negative
,
2020 Swiggy delivery boy,neutral
,
in you should start alcohol delivery now Fish fry with beer Welcome to Goa,positive
,
How safe are the parcel boys in are they registered properly with the food App companies Just a thought a very serious thought,positive
,
My in order is on the way from last 16 hrs it was pickup by their delivery agent yesterday,neutral
,
Welcome to goa in Let s make tasty memories easier,positive
,
Call to resturat person too becuz swiggy doesn t make food,neutral
,
in Have uninstalled long back,negative
,
in I have ordered food worth Rs 600 and applied the coupon CITIDIWALI On which I supposed to get 25 Rs 150 cashback but didn t receive yet please check and do the needful,positive
,
in Appreciate your decision With this you are moving your body and spending calories Also you are meeting new people get a joyful bike or car ride On transit you listen a song which makes you feel good Etc,positive
,
RT Hey twitter UI dance marathon is trying to raise 325 000 in the next 24 hours To help the cause I will personally don,neutral
,
in can I have something to eat at this hour ordered twice from each and both orders got cancelled,neutral
,
in delivery executive threatens to harm me in 4 to 5 days just because I asked him to come up to my floor to deliver the order which he was refusing Order id 24781985648 Mail dropped to your support team Will approach police if no action is taken,negative
,
in undoubtedly,neutral
,
Hey in why can t you provide your services in khammam in TS state If you avail your services lot of people can utilize it once look into it,neutral
,
in i ordered from you guys and thr food was stale and inedible that we threw it I contacted your support and they refuse to provide me a refund I regret trying swiggy for the first time is way better,positive
,
in Hey friends beware if you going to order from in shameless swiggy,neutral
,
in register mob no and email id 9320928553 taarehan com order id 24767874771 i found hair in my food nd food was cold but supp team refuse to refund my money kindly give refund its not a small amount its596rs for u its small i req everyone 2 not buy from swiggy,negative
